host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,longitude,latitude,price,host_is_superhost,instant_bookable
1,Frogner,Entire rental unit,Entire home/apt,3,2,3,3,38,4.84,4.94,4.97,4.93,4.94,4.97,4.83,10.72455,59.91201,1999.00,false,false
2,Sagene,Entire rental unit,Entire home/apt,3,1,1,28,9,4.78,4.75,4.75,5,5,4.5,4.75,10.77397,59.94059,1399.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,3,1,2,4,50,4.73,4.67,4.79,4.98,4.93,4.67,4.81,10.77987,59.90795,501.00,false,false
8,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,3,5,63,4.73,4.75,4.6,4.69,4.81,4.42,4.66,10.77232,59.91074,821.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,4,3,20,4.85,4.65,4.8,4.65,4.75,4.7,4.58,10.75521,59.91818,1302.00,false,false
0,Gamle Oslo,Entire rental unit,Entire home/apt,5,3,4,4,140,4.57,4.64,4.5,4.72,4.89,4.43,4.61,10.78589,59.90703,750.00,false,false
8,Gamle Oslo,Private room in rental unit,Private room,1,1,2,4,230,4.82,4.85,4.72,4.86,4.85,4.6,4.75,10.77205,59.91253,364.00,true,false
2,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,5,41,4.9,4.83,5,4.97,4.95,4.87,4.82,10.74787,59.92398,802.00,false,false
1,Sagene,Private room in rental unit,Private room,1,1,1,2,19,4.88,4.69,4.69,4.81,4.81,4.63,4.69,10.76554,59.9375,350.00,false,false
7,Gamle Oslo,Entire rental unit,Entire home/apt,5,2,3,1,242,4.72,4.8,4.68,4.91,4.9,4.73,4.67,10.76367,59.91121,1714.00,true,false
2,Nordstrand,Entire rental unit,Entire home/apt,6,2,3,1,261,4.95,4.94,4.98,4.96,4.98,4.85,4.86,10.7778,59.84704,1950.00,true,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,14,10,4.7,4.6,4.5,5,4.8,4.8,4.7,10.75375,59.93061,672.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,1,1,1,3,100,4.85,4.89,4.9,4.91,4.93,4.84,4.77,10.76147,59.91826,500.00,true,false
2,Grünerløkka,Private room in rental unit,Private room,1,1,1,5,107,4.75,4.69,4.73,4.89,4.9,4.83,4.71,10.74995,59.92085,446.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,1,5,6,5,4.83,4.83,4.83,5,5,4.83,10.76255,59.92648,750.00,false,false
1,Nordstrand,Entire rental unit,Entire home/apt,2,1,1,2,106,4.74,4.8,4.84,4.87,4.91,4.58,4.74,10.76879,59.88523,809.00,true,false
2,Grünerløkka,Private room in loft,Private room,2,1,1,20,11,4.82,4.91,4.64,4.91,4.91,4.91,4.36,10.75761,59.92389,1500.00,false,false
3,Vestre Aker,Private room in residential home,Private room,2,1,1,2,111,4.81,4.84,4.83,4.88,4.89,4.66,4.76,10.69927,59.9373,486.00,false,false
1,Nordstrand,Entire residential home,Entire home/apt,6,3,4,3,1,0,4.93,4.84,4.96,5,4.91,4.83,10.78977,59.88321,1500.00,false,false
5,Grünerløkka,Entire rental unit,Entire home/apt,4,1,1,2,546,4.51,4.54,4.53,4.72,4.63,4.72,4.53,10.7692,59.92366,750.00,false,false
1,Nordre Aker,Entire rental unit,Entire home/apt,2,1,1,7,8,4.71,4.71,4.57,5,5,4.57,4.43,10.77889,59.96531,590.00,false,false
1,Grünerløkka,Entire loft,Entire home/apt,2,1,1,1,17,4.88,4.94,4.81,5,5,4.94,4.81,10.75942,59.92132,1328.00,false,false
2,Gamle Oslo,Private room in loft,Private room,2,1,2,1,276,4.89,4.89,4.97,4.95,4.96,4.76,4.81,10.76344,59.91459,645.00,true,false
3,St. Hanshaugen,Entire rental unit,Entire home/apt,8,4,6,2,187,4.33,4.57,3.86,4.85,4.88,4.75,4.36,10.74114,59.92522,935.00,false,false
1,Frogner,Private room in rental unit,Private room,1,1,1,2,158,4.77,4.85,4.92,4.79,4.88,4.94,4.88,10.72386,59.92616,499.00,false,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,3,2,633,4.63,4.71,4.67,4.82,4.81,4.66,4.69,10.760248,59.912159,457.00,true,true
2,Frogner,Private room in condominium (condo),Private room,2,1,1,1,894,4.87,4.91,4.81,4.9,4.93,4.92,4.86,10.71428,59.91755,301.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,5,4.75,4.75,5,4.75,4.75,4.5,5,10.74694,59.92017,963.00,false,false
5,Frogner,Entire condominium (condo),Entire home/apt,5,2,6,14,3,5,5,5,5,4.67,5,5,10.70663,59.92317,1200.00,false,false
2,Frogner,Private room in rental unit,Private room,2,1,1,2,7,4.5,4.29,4.14,4.86,4.86,5,4.57,10.71511,59.93164,500.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,76,4.85,4.92,4.76,4.94,4.92,4.88,4.81,10.76007,59.91995,752.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,3,65,4.85,4.92,4.97,4.95,4.98,4.95,4.78,10.72605,59.91452,1585.00,true,false
2,Grünerløkka,Entire rental unit,Entire home/apt,6,3,4,4,1,4,4,3,5,5,4,4,10.76943,59.92704,1100.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,1,1,2,192,4.88,4.93,4.82,4.98,4.99,4.91,4.8,10.75312,59.91756,851.00,false,false
1,Nordstrand,Entire townhouse,Entire home/apt,6,3,6,3,8,4.86,4.86,4.71,5,4.86,4.83,4.67,10.7601,59.8787,2000.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,30,25,4.63,4.75,4.71,4.78,4.71,4.38,4.5,10.79677,59.91133,800.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,1,5,5,5,5,5,5,5,10.71634,59.91559,702.00,false,false
2,Frogner,Entire loft,Entire home/apt,3,1,2,4,12,4.92,4.92,4.92,5,5,5,4.92,10.71693,59.91635,1164.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,1,1,1,1,516,4.7,4.88,4.86,4.89,4.88,4.83,4.72,10.7548,59.91753,714.00,true,true
1,Grünerløkka,Entire rental unit,Entire home/apt,3,2,2,2,46,4.89,4.93,4.84,4.98,4.98,4.95,4.89,10.76058,59.92511,750.00,false,false
1,Frogner,Entire condominium (condo),Entire home/apt,2,1,1,6,69,4.75,4.77,4.84,4.89,4.91,4.81,4.76,10.72785,59.92565,850.00,false,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,2,2,13,4.69,4.92,4.69,4.92,4.92,4.69,4.69,10.7741,59.91561,1000.00,false,false
2,Frogner,Private room in rental unit,Private room,2,1,1,1,352,4.89,4.93,4.77,4.97,4.98,4.91,4.88,10.70542,59.91987,600.00,true,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,30,9,4.57,4.43,4.71,4.71,4.14,5,4.57,10.77064,59.9255,850.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,1,7,6,5,5,5,5,5,4.67,5,10.76207,59.92163,650.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,1,14,4.75,4.92,4.85,5,4.62,4.92,4.85,10.76373,59.92752,960.00,false,false
1,Nordstrand,Entire residential home,Entire home/apt,6,1,1,3,57,4.98,4.93,4.98,4.96,4.98,4.93,4.93,10.77761,59.8816,1253.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,32,4.87,4.87,4.86,4.87,4.93,4.87,4.67,10.73441,59.92968,708.00,false,false
3,Frogner,Private room in rental unit,Private room,1,1,2,30,129,4.84,4.86,4.93,4.95,4.93,4.83,4.83,10.70101,59.91945,331.00,false,true
3,Frogner,Entire rental unit,Entire home/apt,4,2,3,30,11,4.27,4.64,4.45,4.73,4.91,4.91,4.73,10.70141,59.91924,1704.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,3,3,394,4.82,4.92,4.69,4.7,4.86,4.84,4.83,10.75545,59.92878,850.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,3,2,2,4,117,4.86,4.91,4.97,4.88,4.92,4.91,4.8,10.70445,59.92084,1200.00,true,false
1,St. Hanshaugen,Private room in rental unit,Private room,1,1,1,1,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.74279,59.92498,450.00,false,false
1,Ullern,Entire residential home,Entire home/apt,5,3,4,14,4,5,5,4.75,5,5,4.5,5,10.68359,59.93037,999.00,false,false
0,Sagene,Entire rental unit,Entire home/apt,7,3,4,7,3,5,5,5,5,5,5,5,10.77486,59.93856,990.00,false,false
1,Vestre Aker,Entire rental unit,Entire home/apt,4,1,1,4,41,4.8,4.88,4.88,4.72,4.83,4.68,4.75,10.66241,59.94664,990.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,1,1,5,5,5,5,5,5,5,10.75489,59.92687,921.00,false,false
3,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,416,4.88,4.9,4.93,4.94,4.98,4.86,4.85,10.7487,59.91995,650.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,3,2,1,5,5,5,5,5,5,5,10.75227,59.94157,800.00,false,false
2,Frogner,Private room in rental unit,Private room,2,1,2,1,43,4.88,4.86,4.86,4.86,4.95,4.86,4.79,10.72247,59.92502,800.00,false,false
1,Gamle Oslo,Private room in condominium (condo),Private room,3,1,1,1,115,4.94,4.97,4.97,4.94,4.96,4.82,4.88,10.76852,59.90637,867.00,true,false
1,Østensjø,Private room in rental unit,Private room,1,1,1,2,6,4.83,4.5,4.83,4.83,4.83,4.5,4.83,10.83606,59.86421,500.00,false,false
2,Frogner,Private room in rental unit,Private room,2,1,1,1,223,4.91,4.95,4.77,4.99,5,4.94,4.95,10.70273,59.91918,600.00,true,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,9,3,5,3,42,4.62,4.87,4.62,4.79,4.92,4.87,4.72,10.78413,59.90789,1164.00,false,false
1,Sagene,Tiny house,Entire home/apt,2,1,1,5,173,4.9,4.87,4.95,4.97,4.94,4.91,4.87,10.75439,59.93516,914.00,true,false
1,Vestre Aker,Entire condominium (condo),Entire home/apt,5,2,3,2,68,4.58,4.73,4.52,4.76,4.75,4.88,4.58,10.69316,59.95631,952.00,false,false
1,St. Hanshaugen,Private room in loft,Private room,2,1,1,2,75,4.95,4.91,5,4.97,4.99,4.62,4.81,10.75487,59.91603,539.00,false,false
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,2,1,1,2,42,4.93,4.9,4.95,4.95,4.98,4.43,4.85,10.77541,59.91113,700.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,72,4.99,4.96,5,4.99,4.97,4.74,4.93,10.78785,59.93131,950.00,true,false
3,Frogner,Entire rental unit,Entire home/apt,4,1,1,4,323,4.59,4.77,4.37,4.72,4.84,4.86,4.63,10.70902,59.91955,950.00,false,false
2,Grünerløkka,Private room in loft,Private room,2,1,1,3,37,4.94,4.97,4.81,4.92,5,4.97,4.92,10.75842,59.92662,600.00,false,false
1,Søndre Nordstrand,Entire townhouse,Entire home/apt,8,4,5,2,44,4.69,4.69,4.42,4.97,4.94,4.75,4.75,10.78894,59.83742,1000.00,false,false
1,Nordstrand,Entire residential home,Entire home/apt,6,4,5,7,2,5,5,5,5,5,5,5,10.79626,59.89195,2000.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,2,31,4.74,4.77,4.35,4.77,4.94,4.81,4.68,10.7676,59.92729,720.00,false,false
1,Ullern,Entire rental unit,Entire home/apt,6,3,3,7,20,4.85,4.75,4.75,4.95,5,4.75,4.75,10.68972,59.92692,1404.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,4,2,3,14,4,5,4.75,4.5,5,5,5,4.75,10.72523,59.91467,800.00,false,false
3,Grünerløkka,Entire rental unit,Entire home/apt,3,2,2,3,83,4.9,4.95,4.96,4.99,4.96,4.96,4.85,10.7553,59.91794,812.00,true,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,4,2,49,4.46,4.54,4.76,4.8,4.87,4.74,4.59,10.74896,59.92627,1000.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,203,4.96,4.94,4.92,4.96,4.98,4.9,4.95,10.74879,59.9293,650.00,true,false
3,Sagene,Entire condominium (condo),Entire home/apt,4,2,2,3,20,5,5,4.84,4.94,4.95,4.94,5,10.76108,59.92995,1500.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,50,4.56,4.84,4.34,4.71,4.94,4.84,4.63,10.71246,59.92606,820.00,false,false
0,Sagene,Entire rental unit,Entire home/apt,3,1,2,5,5,5,4.8,4.8,4.5,5,5,4.75,10.75524,59.93618,600.00,false,false
1,Gamle Oslo,Private room in condominium (condo),Private room,2,1,1,3,221,4.86,4.92,4.64,4.94,4.96,4.9,4.83,10.76263,59.91162,587.00,true,true
2,Gamle Oslo,Shared room in rental unit,Shared room,2,1,2,3,152,4.67,4.79,4.83,4.74,4.69,4.4,4.68,10.79252,59.90885,300.00,true,false
1,Ullern,Private room in rental unit,Private room,2,1,2,1,38,4.87,4.84,4.76,4.92,4.97,4.74,4.79,10.6909,59.92579,500.00,true,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,3,3,17,4.88,4.82,4.76,4.94,5,4.94,4.71,10.6915,59.90621,1800.00,false,false
3,St. Hanshaugen,Private room in rental unit,Private room,1,1,3,1,22,4.14,4.45,3.73,4.86,4.73,4.82,4.09,10.74056,59.92557,475.00,false,false
2,Gamle Oslo,Private room in condominium (condo),Private room,2,1,1,2,77,4.86,4.91,4.82,4.84,4.96,4.69,4.76,10.77105,59.91308,602.00,false,false
2,Gamle Oslo,Entire condominium (condo),Entire home/apt,5,2,2,2,42,4.95,4.98,4.88,4.93,4.98,4.78,4.93,10.77127,59.9129,917.00,false,false
2,Gamle Oslo,Private room in rental unit,Private room,1,1,1,2,67,4.93,4.96,4.91,4.99,4.93,4.85,4.93,10.76626,59.91627,300.00,true,false
2,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,65,5,5,5,4.97,5,4.97,4.97,10.74026,59.921,450.00,true,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,4,2,2,2,175,4.83,4.88,4.8,4.94,4.94,4.93,4.79,10.76053,59.92602,1007.00,true,false
1,Sentrum,Entire condominium (condo),Entire home/apt,2,1,1,1,145,4.6,4.81,4.6,4.9,4.88,4.96,4.65,10.72485,59.91807,750.00,true,false
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,2,1,1,2,57,4.88,4.94,4.96,4.87,4.88,4.58,4.73,10.77745,59.91011,1129.00,false,false
2,Nordre Aker,Private room in rental unit,Private room,2,1,1,30,16,4.25,4.5,4.06,4.75,4.63,4.25,4.38,10.79064,59.96339,225.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,4,7,4.83,4.83,5,5,5,5,4.83,10.77388,59.91724,840.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,4,115,4.58,4.69,4.74,4.7,4.75,4.37,4.61,10.77979,59.93033,849.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,6,3,5,4,12,5,5,5,5,5,5,4.92,10.70987,59.9199,1000.00,false,false
0,Grünerløkka,Entire condominium (condo),Entire home/apt,4,2,3,6,2,4.5,4.5,4,5,5,5,4.5,10.76423,59.92373,1250.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,23,4.74,4.78,4.61,4.68,4.83,4.82,4.77,10.76376,59.92806,550.00,false,false
2,Gamle Oslo,Private room in rental unit,Private room,1,1,1,30,3,5,5,5,5,5,4.67,5,10.79355,59.90502,350.00,true,false
1,Nordstrand,Entire residential home,Entire home/apt,4,1,2,3,78,4.9,4.87,4.88,4.94,4.97,4.87,4.82,10.77344,59.86827,1246.00,true,false
1,Nordstrand,Entire residential home,Entire home/apt,8,4,7,3,16,4.88,4.75,4.94,5,4.93,4.8,4.8,10.79804,59.88485,1300.00,false,false
3,Grünerløkka,Private room in rental unit,Private room,2,1,1,3,5,5,5,4.75,4.75,5,4.5,4.75,10.76878,59.91693,419.00,false,false
1,Nordre Aker,Entire residential home,Entire home/apt,10,5,5,3,14,4.64,4.79,4.5,4.93,5,5,4.71,10.78458,59.94592,1950.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,5,3,4,4,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.72434,59.92948,1300.00,false,false
1,Marka,Entire rental unit,Entire home/apt,6,3,5,5,30,4.6,4.7,4.1,4.83,4.8,4.83,4.63,10.81797,59.95127,1100.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,2,4,4,63,4.87,4.73,5,4.98,5,4.69,4.7,10.76242,59.92292,2005.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,1,7,3,4.67,5,4.33,5,5,5,5,10.79174,59.9301,600.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,5,16,4.87,4.87,4.87,4.93,4.93,5,4.87,10.75716,59.92592,1128.00,false,false
1,Gamle Oslo,Entire loft,Entire home/apt,6,3,4,4,12,4.58,4.75,4.75,4.5,4.75,4.5,4.75,10.76953,59.91497,1750.00,false,false
3,St. Hanshaugen,Private room in rental unit,Private room,1,1,1,1,138,4.83,4.94,4.79,4.88,4.93,4.82,4.88,10.74494,59.92731,350.00,false,false
3,Nordre Aker,Entire rental unit,Entire home/apt,3,1,2,1,12,4.55,4.73,4.36,4.91,4.73,5,4.55,10.73695,59.9599,500.00,false,false
3,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,1,282,4.82,4.87,4.7,4.88,4.87,4.73,4.79,10.74603,59.92676,431.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,5,3,5,2,63,4.92,4.95,4.89,4.95,4.95,4.97,4.9,10.76228,59.92609,743.00,false,false
3,Frogner,Entire rental unit,Entire home/apt,5,1,3,2,240,4.7,4.76,4.78,4.88,4.83,4.89,4.75,10.69171,59.90832,1000.00,true,false
3,Frogner,Entire rental unit,Entire home/apt,3,1,2,2,146,4.73,4.83,4.82,4.86,4.88,4.9,4.72,10.69102,59.90633,850.00,true,false
1,Frogner,Private room in rental unit,Private room,2,1,1,2,46,4.89,4.91,4.91,4.96,4.93,4.95,4.86,10.71065,59.92022,530.00,false,false
